"Node...1.","Node...2.","Wt"
"2_Cell_embryo_3_Cell_2","4_Cell_embryo_2_Cell_3",47
"2_Cell_embryo_3_Cell_2","4_Cell_embryo_1_Cell_2",38
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_1_Cell_3",32
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_2",19
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_3",16
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_2",11
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_3",10
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_4",15
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_7",11
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_8",5
"2_Cell_embryo_3_Cell_2","Morulae_2_Cell_1",5
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_2",1
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_4",1
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_8",1
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_3",1
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_4",1
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_5",1
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_6",1
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_7",3
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_9",3
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_10",3
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_1",1
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_2",3
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_3",3
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_4",2
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_7",2
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_8",3
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_1",9
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_5",8
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_6",5
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_7",7
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_8",14
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_1",14
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_5",19
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_6",8
"2_Cell_embryo_3_Cell_2","Morulae_1_Cell_2",4
"2_Cell_embryo_3_Cell_2","Morulae_1_Cell_4",5
"2_Cell_embryo_3_Cell_2","Morulae_1_Cell_5",4
"2_Cell_embryo_3_Cell_2","Morulae_1_Cell_6",3
"2_Cell_embryo_3_Cell_2","Morulae_2_Cell_3",3
"2_Cell_embryo_3_Cell_2","Morulae_2_Cell_4",4
"2_Cell_embryo_3_Cell_2","Morulae_2_Cell_6",6
"2_Cell_embryo_3_Cell_2","Morulae_2_Cell_7",5
"2_Cell_embryo_3_Cell_2","Morulae_2_Cell_8",7
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_2",4
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_5",1
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_8",3
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_5",3
"2_Cell_embryo_3_Cell_2","Morulae_1_Cell_1",3
"2_Cell_embryo_3_Cell_2","Morulae_2_Cell_2",5
"2_Cell_embryo_3_Cell_2","Morulae_2_Cell_5",3
"2_Cell_embryo_3_Cell_2","4_Cell_embryo_1_Cell_3",38
"2_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_4",7
"2_Cell_embryo_3_Cell_2","Morulae_1_Cell_7",3
"2_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_6",3
"2_Cell_embryo_3_Cell_2","Morulae_1_Cell_8",1
"2_Cell_embryo_3_Cell_2","Morulae_1_Cell_3",3
"4_Cell_embryo_1_Cell_4","4_Cell_embryo_2_Cell_1",34
"4_Cell_embryo_1_Cell_4","4_Cell_embryo_2_Cell_2",42
"4_Cell_embryo_1_Cell_4","4_Cell_embryo_2_Cell_4",37
"4_Cell_embryo_1_Cell_4","4_Cell_embryo_3_Cell_1",41
"4_Cell_embryo_1_Cell_4","4_Cell_embryo_3_Cell_3",40
"4_Cell_embryo_1_Cell_4","4_Cell_embryo_3_Cell_4",37
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_1_Cell_2",33
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_1_Cell_4",23
"4_Cell_embryo_1_Cell_4","4_Cell_embryo_3_Cell_2",38
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_1_Cell_1",31
"4_Cell_embryo_1_Cell_4","4_Cell_embryo_1_Cell_1",33
"4_Cell_embryo_1_Cell_4","4_Cell_embryo_2_Cell_3",40
"4_Cell_embryo_1_Cell_4","4_Cell_embryo_1_Cell_2",30
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_1_Cell_3",29
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_2",15
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_3",16
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_2",12
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_3",6
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_4",12
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_7",9
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_8",3
"4_Cell_embryo_1_Cell_4","Morulae_2_Cell_1",5
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_2",1
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_4",3
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_8",3
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_9",2
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_10",2
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_11",2
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_12",2
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_1",1
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_3",3
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_4",1
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_5",1
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_6",1
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_7",1
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_9",1
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_10",1
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_3_Cell_2",1
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_3_Cell_3",1
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_3_Cell_7",1
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_3_Cell_8",2
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_1",7
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_5",7
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_6",4
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_7",7
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_8",10
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_1",12
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_5",12
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_6",4
"4_Cell_embryo_1_Cell_4","Morulae_1_Cell_2",4
"4_Cell_embryo_1_Cell_4","Morulae_1_Cell_4",4
"4_Cell_embryo_1_Cell_4","Morulae_1_Cell_5",3
"4_Cell_embryo_1_Cell_4","Morulae_1_Cell_6",2
"4_Cell_embryo_1_Cell_4","Morulae_2_Cell_3",1
"4_Cell_embryo_1_Cell_4","Morulae_2_Cell_4",2
"4_Cell_embryo_1_Cell_4","Morulae_2_Cell_6",3
"4_Cell_embryo_1_Cell_4","Morulae_2_Cell_7",3
"4_Cell_embryo_1_Cell_4","Morulae_2_Cell_8",5
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_2",5
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_1",2
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_5",3
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_6",1
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_7",2
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_8",2
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_3_Cell_5",1
"4_Cell_embryo_1_Cell_4","Morulae_1_Cell_1",2
"4_Cell_embryo_1_Cell_4","Morulae_2_Cell_2",4
"4_Cell_embryo_1_Cell_4","Morulae_2_Cell_5",2
"4_Cell_embryo_1_Cell_4","4_Cell_embryo_1_Cell_3",34
"4_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_4",5
"4_Cell_embryo_1_Cell_4","Morulae_1_Cell_7",3
"4_Cell_embryo_1_Cell_4","Late_blastoCyst_3_Cell_6",1
"4_Cell_embryo_1_Cell_4","Morulae_1_Cell_8",1
"4_Cell_embryo_1_Cell_4","Morulae_1_Cell_3",2
"4_Cell_embryo_2_Cell_1","4_Cell_embryo_2_Cell_2",42
"4_Cell_embryo_2_Cell_1","4_Cell_embryo_2_Cell_4",41
"4_Cell_embryo_2_Cell_1","4_Cell_embryo_3_Cell_1",42
"4_Cell_embryo_2_Cell_1","4_Cell_embryo_3_Cell_3",40
"4_Cell_embryo_2_Cell_1","4_Cell_embryo_3_Cell_4",37
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_1_Cell_2",33
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_1_Cell_4",20
"4_Cell_embryo_2_Cell_1","4_Cell_embryo_3_Cell_2",38
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_1_Cell_1",32
"4_Cell_embryo_2_Cell_1","4_Cell_embryo_1_Cell_1",29
"4_Cell_embryo_2_Cell_1","4_Cell_embryo_2_Cell_3",42
"4_Cell_embryo_2_Cell_1","4_Cell_embryo_1_Cell_2",32
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_1_Cell_3",28
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_2",12
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_3",12
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_2",8
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_3",6
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_4",8
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_7",7
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_8",2
"4_Cell_embryo_2_Cell_1","Morulae_2_Cell_1",3
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_2",1
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_4",3
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_8",3
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_9",2
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_10",2
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_11",2
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_12",2
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_1",1
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_3",2
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_4",1
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_5",1
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_6",1
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_3_Cell_8",1
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_1",5
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_5",5
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_6",2
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_7",5
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_8",7
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_1",8
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_5",8
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_3_Cell_6",3
"4_Cell_embryo_2_Cell_1","Morulae_1_Cell_2",3
"4_Cell_embryo_2_Cell_1","Morulae_1_Cell_4",4
"4_Cell_embryo_2_Cell_1","Morulae_1_Cell_5",3
"4_Cell_embryo_2_Cell_1","Morulae_1_Cell_6",3
"4_Cell_embryo_2_Cell_1","Morulae_2_Cell_3",1
"4_Cell_embryo_2_Cell_1","Morulae_2_Cell_4",2
"4_Cell_embryo_2_Cell_1","Morulae_2_Cell_6",2
"4_Cell_embryo_2_Cell_1","Morulae_2_Cell_7",2
"4_Cell_embryo_2_Cell_1","Morulae_2_Cell_8",3
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_2_Cell_2",4
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_1",2
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_5",2
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_6",1
"4_Cell_embryo_2_Cell_1","Late_blastoCyst_1_Cell_7",2
"4_Cell_embryo_2_Cell_1","Morulae_1_Cell_1",2
"4_Cell_embryo_2_Cell_1","Morulae_2_Cell_2",3
"4_Cell_embryo_2_Cell_1","4_Cell_embryo_1_Cell_3",31
"4_Cell_embryo_2_Cell_1","8_Cell_embryo_2_Cell_4",4
"4_Cell_embryo_2_Cell_1","Morulae_1_Cell_7",3
"4_Cell_embryo_2_Cell_1","Morulae_1_Cell_3",2
"4_Cell_embryo_2_Cell_2","4_Cell_embryo_2_Cell_4",53
"4_Cell_embryo_2_Cell_2","4_Cell_embryo_3_Cell_1",54
"4_Cell_embryo_2_Cell_2","4_Cell_embryo_3_Cell_3",51
"4_Cell_embryo_2_Cell_2","4_Cell_embryo_3_Cell_4",48
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_1_Cell_2",42
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_1_Cell_4",31
"4_Cell_embryo_2_Cell_2","4_Cell_embryo_3_Cell_2",49
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_1_Cell_1",43
"4_Cell_embryo_2_Cell_2","4_Cell_embryo_1_Cell_1",42
"4_Cell_embryo_2_Cell_2","4_Cell_embryo_2_Cell_3",54
"4_Cell_embryo_2_Cell_2","4_Cell_embryo_1_Cell_2",39
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_1_Cell_3",37
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_2",16
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_3",16
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_2",12
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_3",8
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_4",13
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_7",9
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_8",4
"4_Cell_embryo_2_Cell_2","Morulae_2_Cell_1",4
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_2",1
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_4",3
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_8",3
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_9",1
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_10",2
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_11",2
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_12",2
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_1",2
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_3",3
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_4",1
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_6",1
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_7",1
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_9",1
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_10",1
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_3",1
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_4",1
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_8",2
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_1",7
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_5",6
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_6",5
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_7",7
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_8",12
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_1",14
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_5",14
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_6",5
"4_Cell_embryo_2_Cell_2","Morulae_1_Cell_2",3
"4_Cell_embryo_2_Cell_2","Morulae_1_Cell_4",3
"4_Cell_embryo_2_Cell_2","Morulae_1_Cell_5",2
"4_Cell_embryo_2_Cell_2","Morulae_1_Cell_6",1
"4_Cell_embryo_2_Cell_2","Morulae_2_Cell_4",1
"4_Cell_embryo_2_Cell_2","Morulae_2_Cell_6",2
"4_Cell_embryo_2_Cell_2","Morulae_2_Cell_7",2
"4_Cell_embryo_2_Cell_2","Morulae_2_Cell_8",3
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_2",4
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_1",2
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_5",3
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_6",2
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_7",2
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_8",1
"4_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_5",1
"4_Cell_embryo_2_Cell_2","Morulae_1_Cell_1",1
"4_Cell_embryo_2_Cell_2","Morulae_2_Cell_2",3
"4_Cell_embryo_2_Cell_2","Morulae_2_Cell_5",1
"4_Cell_embryo_2_Cell_2","4_Cell_embryo_1_Cell_3",42
"4_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_4",5
"4_Cell_embryo_2_Cell_2","Morulae_1_Cell_7",3
"4_Cell_embryo_2_Cell_2","Morulae_1_Cell_8",1
"4_Cell_embryo_2_Cell_2","Morulae_1_Cell_3",3
"4_Cell_embryo_2_Cell_4","4_Cell_embryo_3_Cell_1",58
"4_Cell_embryo_2_Cell_4","4_Cell_embryo_3_Cell_3",55
"4_Cell_embryo_2_Cell_4","4_Cell_embryo_3_Cell_4",52
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_1_Cell_2",43
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_1_Cell_4",31
"4_Cell_embryo_2_Cell_4","4_Cell_embryo_3_Cell_2",53
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_1_Cell_1",46
"4_Cell_embryo_2_Cell_4","4_Cell_embryo_1_Cell_1",39
"4_Cell_embryo_2_Cell_4","4_Cell_embryo_2_Cell_3",50
"4_Cell_embryo_2_Cell_4","4_Cell_embryo_1_Cell_2",35
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_1_Cell_3",40
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_2_Cell_2",18
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_2_Cell_3",15
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_3_Cell_2",12
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_3_Cell_3",10
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_3_Cell_4",12
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_3_Cell_7",9
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_3_Cell_8",3
"4_Cell_embryo_2_Cell_4","Morulae_2_Cell_1",4
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_1_Cell_2",2
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_1_Cell_4",4
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_1_Cell_8",4
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_1_Cell_9",2
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_1_Cell_10",2
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_1_Cell_11",3
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_1_Cell_12",3
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_2_Cell_1",3
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_2_Cell_3",3
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_2_Cell_4",2
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_2_Cell_6",2
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_2_Cell_7",2
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_2_Cell_9",1
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_2_Cell_10",1
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_3_Cell_3",1
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_3_Cell_4",1
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_3_Cell_8",2
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_2_Cell_1",10
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_2_Cell_5",8
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_2_Cell_6",7
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_2_Cell_7",8
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_2_Cell_8",12
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_3_Cell_1",14
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_3_Cell_5",12
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_3_Cell_6",6
"4_Cell_embryo_2_Cell_4","Morulae_1_Cell_2",1
"4_Cell_embryo_2_Cell_4","Morulae_1_Cell_4",3
"4_Cell_embryo_2_Cell_4","Morulae_1_Cell_5",2
"4_Cell_embryo_2_Cell_4","Morulae_1_Cell_6",3
"4_Cell_embryo_2_Cell_4","Morulae_2_Cell_3",2
"4_Cell_embryo_2_Cell_4","Morulae_2_Cell_4",1
"4_Cell_embryo_2_Cell_4","Morulae_2_Cell_6",3
"4_Cell_embryo_2_Cell_4","Morulae_2_Cell_7",2
"4_Cell_embryo_2_Cell_4","Morulae_2_Cell_8",3
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_2_Cell_2",5
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_1_Cell_1",4
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_1_Cell_5",4
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_1_Cell_6",3
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_1_Cell_7",3
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_2_Cell_8",1
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_3_Cell_5",1
"4_Cell_embryo_2_Cell_4","Morulae_2_Cell_2",3
"4_Cell_embryo_2_Cell_4","4_Cell_embryo_1_Cell_3",36
"4_Cell_embryo_2_Cell_4","8_Cell_embryo_2_Cell_4",7
"4_Cell_embryo_2_Cell_4","Morulae_1_Cell_7",4
"4_Cell_embryo_2_Cell_4","Morulae_1_Cell_8",1
"4_Cell_embryo_2_Cell_4","Morulae_1_Cell_3",2
"4_Cell_embryo_2_Cell_4","Late_blastoCyst_1_Cell_3",1
"4_Cell_embryo_3_Cell_1","4_Cell_embryo_3_Cell_3",61
"4_Cell_embryo_3_Cell_1","4_Cell_embryo_3_Cell_4",59
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_1_Cell_2",48
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_1_Cell_4",34
"4_Cell_embryo_3_Cell_1","4_Cell_embryo_3_Cell_2",60
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_1_Cell_1",48
"4_Cell_embryo_3_Cell_1","4_Cell_embryo_1_Cell_1",41
"4_Cell_embryo_3_Cell_1","4_Cell_embryo_2_Cell_3",54
"4_Cell_embryo_3_Cell_1","4_Cell_embryo_1_Cell_2",37
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_1_Cell_3",43
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_2",22
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_3",19
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_2",15
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_3",12
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_4",15
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_7",10
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_8",3
"4_Cell_embryo_3_Cell_1","Morulae_2_Cell_1",4
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_2",2
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_4",4
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_8",4
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_9",2
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_10",2
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_11",3
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_12",3
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_1",2
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_3",3
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_4",3
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_5",1
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_6",3
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_7",2
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_9",1
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_10",1
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_3_Cell_3",1
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_3_Cell_4",1
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_3_Cell_8",2
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_1",13
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_5",11
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_6",8
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_7",11
